"Degrees","Accessibility","node_ID","angle","coordinate_x","coordinate_y"
3,75.1380879823118,38,52.8152923583984,-0.899720583669668,-0.0532467532467532
1,76.7354384344071,39,NA,-0.895063644830798,-0.0211038961038961
3,71.0394300874323,40,67.4515380859375,-0.89320086929525,-0.0886363636363636
3,72.7414102498442,41,71.5650634765625,-0.89320086929525,-0.0464285714285714
3,72.70987281017,42,110.935180664062,-0.892890406705992,-0.0461038961038961
1,76.6588968914002,43,NA,-0.892579944116734,-0.0149350649350649
3,71.7338491342962,44,56.8886566162109,-0.892269481527476,0.359415584415584
1,75.3542767614126,45,NA,-0.890717168581186,0.254545454545455
3,70.6220334526151,46,93.1798248291016,-0.889475318224154,-0.0892857142857143
1,73.985078310594,47,NA,-0.888233467867122,-0.141883116883117
3,70.6062470432371,48,33.5716857910156,-0.886060229742316,-0.107792207792208
3,75.219045965001,49,41.4236602783203,-0.885749767153058,-0.0587662337662338
3,69.5321635957807,50,64.8153076171875,-0.8854393045638,-0.0957792207792207
3,72.2592493053526,51,72.8240966796875,-0.87923005277864,-0.132142857142857
3,71.3490144964308,52,83.5545806884766,-0.87923005277864,-0.0844155844155844
3,69.5356448646635,53,73.3007583618164,-0.878609127600124,-0.104545454545454
3,72.9427386187017,54,68.1356964111328,-0.877988202421608,0.320454545454546
3,71.230175582692,55,62.4664306640625,-0.87767773983235,-0.0535714285714286
1,73.8627529665828,56,NA,-0.87767773983235,0.216883116883117
3,68.8572702165693,57,105.49927520752,-0.877367277243092,-0.0944805194805195
1,73.1076428219676,58,NA,-0.877367277243092,0.191883116883117
1,73.4833238981664,59,NA,-0.877056814653834,0.290584415584416
3,71.9796912930906,60,47.763427734375,-0.876435889475318,0.306493506493507
1,76.185916274786,61,NA,-0.875504501707544,-0.174350649350649
3,70.2337505351752,62,44.5819702148438,-0.875504501707544,-0.0717532467532468
1,78.7212319672108,63,NA,-0.875504501707544,-0.0103896103896104
3,73.5029208343476,64,69.0556869506836,-0.87457311393977,-0.0308441558441559
1,77.1559892743826,65,NA,-0.87457311393977,0.238961038961039
1,73.6261131428182,66,NA,-0.87457311393977,0.37987012987013
3,71.5166647098958,67,78.6900634765625,-0.872399875814964,0.307142857142857
1,72.19365542382,68,NA,-0.87146848804719,0.17012987012987
1,77.6011989973485,69,NA,-0.871158025457932,-0.0204545454545455
3,68.0426108594984,70,72.1702880859375,-0.870537100279416,-0.0967532467532467
1,71.0645998455584,71,NA,-0.867432474386836,0.143181818181818
3,69.268406284973,72,46.8475952148438,-0.866501086619062,-0.0711038961038961
1,75.2766223903745,73,NA,-0.866190624029804,-0.15487012987013
3,69.812333073467,74,66.3331146240234,-0.865880161440546,0.354220779220779
3,69.3327681776136,75,94.7636413574219,-0.864948773672772,-0.0808441558441558
3,76.3685371559113,76,85.2363586425781,-0.864948773672772,-0.0305194805194805
3,72.2892981618643,77,63.0009155273438,-0.864948773672772,0.250974025974026
3,70.846421925351,78,79.0705108642578,-0.864638311083514,-0.0461038961038961
3,76.1837864778936,79,79.908935546875,-0.862775535547966,-0.0243506493506493
3,70.600257422775,80,82.1847076416016,-0.862775535547966,0.30487012987013
3,76.1043946780264,81,61.49072265625,-0.862465072958708,-0.0240259740259741
3,68.7513178121299,82,95.6482543945312,-0.861844147780192,-0.074025974025974
3,69.3773225229234,83,64.5637741088867,-0.861533685190935,-0.0568181818181818
3,70.0058025978506,84,81.7319107055664,-0.860912760012418,0.34025974025974
1,75.0629014223814,85,NA,-0.86060229742316,0.233441558441558
1,71.6043724678457,86,NA,-0.860291834833902,0.332142857142857
3,76.5733430422843,87,98.1301040649414,-0.859360447066129,-0.0331168831168831
3,68.4946260582656,88,85.7858276367188,-0.85904998447687,-0.0733766233766234
3,73.5830683391541,89,66.0979461669922,-0.858739521887613,-0.0392857142857143
1,71.7227242514491,90,NA,-0.857808134119839,0.153571428571428
1,72.169539861381,91,NA,-0.85749767153058,0.226298701298701
3,69.8728538416326,92,54.8239440917969,-0.857187208941323,0.301623376623377
1,71.1814559362829,93,NA,-0.856876746352065,0.372402597402597
3,70.2787458226085,94,46.2749938964844,-0.855945358584291,0.187987012987013
3,68.644183723256,95,70.3777465820312,-0.855634895995033,-0.0594155844155844
3,68.1679314505309,96,90,-0.855324433405775,-0.074025974025974
1,71.7247316837311,97,NA,-0.855324433405775,0.0772727272727274
3,74.9049132168293,98,56.010498046875,-0.855013970816517,-0.0175324675324675
3,74.4059848822653,99,83.9909973144531,-0.854393045638001,-0.0340909090909091
1,76.2939288653433,100,NA,-0.852840732691711,-0.05
3,70.6257644556463,101,61.4640197753906,-0.852530270102453,0.322402597402597
3,68.6978096626699,102,72.4145202636719,-0.852530270102453,0.349675324675325
1,77.217425018549,103,NA,-0.851909344923937,-0.000649350649350677
3,72.8337674178183,104,64.855224609375,-0.850046569388389,-0.0321428571428571
3,70.7340109869838,105,93.7313842773438,-0.850046569388389,0.227922077922078
3,73.1723313778639,106,78.0957336425781,-0.850046569388389,0.236688311688312
3,66.1813173051924,107,44.6364440917969,-0.848804719031357,-0.0967532467532467
3,68.5882670413703,108,56.9441757202148,-0.848494256442099,-0.0698051948051948
3,67.3377249967307,109,90,-0.847562868674325,-0.075974025974026
3,68.7027694508433,110,58.7994842529297,-0.846321018317293,0.175
3,73.4923717081547,111,76.1639404296875,-0.846010555728035,-0.0172077922077922
3,69.7008227966726,112,71.3233032226562,-0.845389630549519,0.288636363636364
1,74.7084658592939,113,NA,-0.844768705371003,0.22987012987013
3,71.0479598492384,114,76.7594757080078,-0.844458242781745,0.238961038961039
3,67.2289416473359,115,53.6875305175781,-0.842905929835455,-0.0626623376623376
3,71.0050940364599,116,94.6382751464844,-0.842905929835455,0.253896103896104
3,69.9594126790762,117,21.0375061035156,-0.842285004656939,0.251298701298701
1,69.1123283542693,118,NA,-0.841974542067681,0.138311688311688
3,67.7641662098467,119,93.9451904296875,-0.841974542067681,0.151298701298701
3,67.7914621159434,120,61.3268432617188,-0.840422229121391,0.186363636363636
3,69.9306231737137,121,80.9806823730469,-0.840111766532133,0.0762987012987013
3,67.3407809175551,122,22.4794311523438,-0.840111766532133,0.15
1,74.1060369573534,123,NA,-0.840111766532133,0.305194805194805
3,67.6810520216823,124,48.5657653808594,-0.839801303942875,0.157792207792208
1,72.7578909061849,125,NA,-0.839801303942875,0.273376623376623
3,68.3587380312383,126,64.7594604492188,-0.839801303942875,0.296753246753247
1,72.827287375927,127,NA,-0.839490841353617,-0.137337662337662
1,72.3321913480759,128,NA,-0.839490841353617,0.0844155844155845
1,70.4999839700758,129,NA,-0.839490841353617,0.106818181818182
3,68.5925953909755,130,82.7249908447266,-0.838559453585843,0.222402597402597
3,67.1336120292544,131,63.4349517822266,-0.838248990996585,0.160064935064935
1,71.533235669136,132,NA,-0.837938528407327,0.0568181818181819
3,72.0126681290567,133,39.2893981933594,-0.837317603228811,0.258766233766234
1,73.9344809055328,134,NA,-0.837007140639553,-0.228571428571429
3,67.2149271294475,135,45.9178771972656,-0.837007140639553,0.187987012987013
3,67.0032268092036,136,49.9459838867188,-0.837007140639553,0.203571428571429
3,68.7392223738134,137,91.9083251953125,-0.836696678050295,0.356818181818182
3,65.9308421146125,138,74.0546035766602,-0.835454827693263,-0.0818181818181818
1,72.9725179672241,139,NA,-0.834833902514747,-0.139285714285714
3,71.7629225812852,140,90,-0.834523439925489,0.311038961038961
3,68.9890261143446,141,55.7388916015625,-0.834212977336231,0.247727272727273
3,67.9108548723161,142,74.5387878417969,-0.834212977336231,0.297727272727273
3,67.5381636284292,143,82.8749847412109,-0.834212977336231,0.348376623376623
3,70.2932937182486,144,54.1958312988281,-0.833902514746973,-0.0376623376623376
1,67.8201651014388,145,NA,-0.833902514746973,0.136688311688312
3,68.0929739754647,146,117.149688720703,-0.833592052157715,-0.0782467532467532
1,71.8908715210855,147,NA,-0.833592052157715,0.283441558441558
3,66.2115314882249,148,48.4946441650391,-0.832971126979199,-0.0672077922077922
3,66.2441157624125,149,43.0908203125,-0.832039739211425,0.174350649350649
3,69.9139028526843,150,42.2649230957031,-0.831729276622167,-0.0373376623376623
1,77.4039205610752,151,NA,-0.831418814032909,0.0116883116883117
3,69.8939724527299,152,84.8055725097656,-0.831418814032909,0.307142857142857
1,66.1983171459287,153,NA,-0.831108351443651,-0.105844155844156
3,69.9672063291073,154,71.0954284667969,-0.830176963675877,-0.162662337662338
3,64.7165423389524,155,96.2209548950195,-0.830176963675877,-0.0980519480519481
3,65.1299718152732,156,111.037506103516,-0.829866501086619,-0.0847402597402598
3,68.6307482384145,157,71.5650482177734,-0.829866501086619,0.324675324675325
3,64.6528180520982,158,81.474983215332,-0.829556038497361,-0.0974025974025974
3,71.9690549634397,159,108.434951782227,-0.829245575908103,0.313311688311688
3,65.0231442134827,160,88.9860229492188,-0.828935113318845,-0.0837662337662338
3,66.549507169053,161,87.2736892700195,-0.828935113318845,-0.0772727272727273
3,72.2422776781023,162,111.037506103516,-0.828003725551071,0.312012987012987
1,73.8151705265045,163,NA,-0.827693262961813,-0.210064935064935
3,65.6603898685426,164,105.124000549316,-0.827382800372555,-0.0714285714285714
1,73.6566721200943,165,NA,-0.827382800372555,0.0201298701298702
3,69.7364895790815,166,97.3118896484375,-0.827382800372555,0.238961038961039
3,68.1489255875349,167,107.102722167969,-0.826451412604781,0.246103896103896
1,76.337382465601,168,NA,-0.826140950015523,-0.00454545454545452
3,68.8029777258635,169,108.434951782227,-0.825830487426265,0.242532467532468
3,70.4765758775175,170,90,-0.825830487426265,0.32012987012987
3,65.4264617487788,171,52.7615051269531,-0.824899099658491,0.203896103896104
3,70.8379239402711,172,84.208869934082,-0.824899099658491,0.312662337662338
3,70.1328646503389,173,82.1998138427734,-0.824278174479975,0.320779220779221
3,66.6135355755687,174,65.2975692749023,-0.823657249301459,0.217532467532467
1,71.212139248848,175,NA,-0.822725861533685,0.0308441558441559
1,71.635839343071,176,NA,-0.822415398944427,0.0402597402597402
3,67.52276333794,177,85.4260864257812,-0.822415398944427,0.325974025974026
3,65.7619282640517,178,73.9830169677734,-0.822104936355169,0.156168831168831
3,71.1576884314418,179,41.8502807617188,-0.821794473765911,-0.193506493506494
3,65.2879056856036,180,69.88037109375,-0.821794473765911,0.176623376623377
3,67.4734948128462,181,107.818885803223,-0.821484011176653,0.247402597402597
1,68.3202542252839,182,NA,-0.820552623408879,0.106818181818182
3,67.1886338144541,183,90,-0.820242160819621,0.245454545454545
3,68.8484320007265,184,78.6900634765625,-0.819931698230363,0.317207792207792
3,65.491949789226,185,55.1755142211914,-0.819310773051847,0.16948051948052
3,72.2480089664459,186,86.2686004638672,-0.819000310462589,0.0155844155844156
3,73.9796177446842,187,71.5650634765625,-0.818068922694815,-0.000649350649350677
3,64.9326836746186,188,43.0352172851562,-0.817758460105557,-0.0727272727272728
3,67.555961728096,189,50.8189697265625,-0.817758460105557,0.07012987012987
3,69.1362993679941,190,95.6246337890625,-0.817758460105557,0.269480519480519
1,69.3705270551145,191,NA,-0.816206147159267,0.322077922077922
3,65.3743567988276,192,56.7251129150391,-0.815895684570009,0.18961038961039
3,67.5225454755127,193,87.273681640625,-0.815585221980751,0.162662337662338
2,72.7746758460999,194,0,-0.815274759391493,0.00909090909090904
3,67.5276339240372,195,98.1301040649414,-0.815274759391493,0.166558441558442
3,64.9585099741817,196,87.0454177856445,-0.815274759391493,0.213311688311688
3,67.1468770876527,197,92.7638549804688,-0.814653834212977,0.221103896103896
3,70.9886951446533,198,51.9003295898438,-0.814343371623719,-0.220454545454545
3,68.4998308420181,199,53.2594375610352,-0.814343371623719,0.0847402597402598
3,67.9991299808025,200,67.5548477172852,-0.814032909034461,-0.151948051948052
1,68.8607793729752,201,NA,-0.814032909034461,-0.0581168831168831
3,64.4736383482814,202,82.8749847412109,-0.814032909034461,0.206818181818182
1,73.5744367837906,203,NA,-0.813411983855945,-0.246103896103896
1,72.5612927004695,204,NA,-0.813411983855945,-0.212662337662338
3,66.9967727791518,205,28.0724792480469,-0.813101521266687,-0.0493506493506494
3,67.0273893810809,206,118.251113891602,-0.813101521266687,-0.049025974025974
3,67.8056597709656,207,84.9203796386719,-0.812791058677429,-0.150324675324675
3,64.0255815908313,208,51.8013305664062,-0.812480596088171,0.174350649350649
3,64.1910382434726,209,90,-0.812170133498913,0.208766233766234
1,70.1147606037557,210,NA,-0.812170133498913,0.386038961038961
3,68.4453853741288,211,76.3286972045898,-0.811859670909655,0.229545454545454
3,67.2066138833761,212,110.130310058594,-0.811238745731139,0.253896103896104
3,67.1398658677936,213,65.6181793212891,-0.811238745731139,0.25551948051948
3,63.8429385945201,214,92.6573944091797,-0.810928283141881,0.174675324675325
3,67.1065333932638,215,108.434951782227,-0.810928283141881,0.255194805194805
3,64.6450817026198,216,38.9186401367188,-0.810617820552623,0.141233766233766
3,66.3867401070893,217,96.9112243652344,-0.810617820552623,0.167532467532467
1,69.1457034312189,218,NA,-0.810617820552623,0.267857142857143
1,72.1248395144939,219,NA,-0.810307357963365,-0.173376623376623
3,63.1964612882584,220,43.4991455078125,-0.809996895374107,-0.0915584415584415
3,67.1052520275116,221,55.3906097412109,-0.808444582427817,-0.146753246753247
1,69.559977889061,222,NA,-0.808444582427817,0.0558441558441558
3,66.734054107219,223,78.1113433837891,-0.808134119838559,0.104545454545454
3,69.0925952494144,224,39.2764282226562,-0.807823657249301,-0.0305194805194805
3,65.7662164345384,225,75.7841491699219,-0.807823657249301,0.224025974025974
3,66.2770044468343,226,39.8460998535156,-0.807823657249301,0.328571428571429
3,66.3361250162125,227,66.2442932128906,-0.807513194660043,0.0704545454545455
3,66.6678367704153,228,61.5891418457031,-0.807513194660043,0.256818181818182
3,67.0067973099649,229,48.7152709960938,-0.807202732070786,0.277922077922078
3,69.6494078636169,230,50.40576171875,-0.806892269481527,0.00876623376623376
3,67.0407170206308,231,97.1250152587891,-0.806581806892269,0.231168831168831
3,66.0133960396051,232,77.9351119995117,-0.806581806892269,0.243831168831169
3,69.0565631911159,233,75.9637451171875,-0.805960881713753,-0.194480519480519
3,68.8143745958805,234,81.4040832519531,-0.805960881713753,-0.0308441558441559
3,65.415070194751,235,61.8762512207031,-0.805960881713753,0.162987012987013
3,64.4275116361678,236,60.8397521972656,-0.805339956535237,0.154220779220779
3,65.5000177398324,237,91.8476257324219,-0.804719031356722,0.224350649350649
3,67.4474908243865,238,70.5599670410156,-0.803787643588947,-0.0431818181818182
1,71.7881376072764,239,NA,-0.80347718099969,-0.216233766233766
3,65.7591201197356,240,74.7448806762695,-0.80347718099969,-0.0545454545454546
3,67.4907892365009,241,67.0112762451172,-0.80347718099969,-0.0428571428571428
3,65.3876565620303,242,80.3624572753906,-0.80347718099969,0.223701298701299
3,65.6251772325486,243,98.1300964355469,-0.803166718410432,-0.0558441558441558
3,65.5120226331055,244,52.9207153320312,-0.802856255821174,0.100324675324675
3,64.1723263785243,245,66.8307189941406,-0.802545793231916,0.194805194805195
3,68.5506255626678,246,99.7275848388672,-0.802235330642658,0.00681818181818183
1,68.67572671175,247,NA,-0.8019248680534,-0.159090909090909
3,65.535975292325,248,82.8749847412109,-0.8019248680534,0.242532467532468
3,65.0903003197163,249,22.951171875,-0.801614405464142,-0.0659090909090909
3,68.1871771477163,250,46.044921875,-0.800993480285626,0.36948051948052
3,64.7848301120102,251,85.3645324707031,-0.800683017696368,0.16038961038961
3,67.1377538442612,252,59.0362548828125,-0.80037255510711,0.051948051948052
3,66.131041880697,253,88.781135559082,-0.80037255510711,0.279545454545455
3,66.7247597537935,254,65.2825622558594,-0.80037255510711,0.307467532467532
3,66.2471762858331,255,101.181755065918,-0.799751629928594,0.272077922077922
3,64.709861246869,256,97.7651672363281,-0.799441167339336,-0.0662337662337662
3,70.024044662714,257,83.1909484863281,-0.799441167339336,-0.0178571428571429
3,64.6049922145903,258,108.434951782227,-0.799441167339336,0.160714285714286
1,76.205662664026,259,NA,-0.799130704750078,0.299350649350649
3,63.5876902863383,260,43.4316711425781,-0.798509779571562,0.194480519480519
3,65.0672162454575,261,84.8055725097656,-0.798199316982304,-0.060064935064935
3,69.751863360405,262,71.6943893432617,-0.798199316982304,0.00162337662337664
3,67.9220108985901,263,75.3791275024414,-0.798199316982304,0.00909090909090904
3,63.0545905511826,264,73.1967239379883,-0.797888854393046,-0.0801948051948052
3,67.5412946790457,265,86.3086090087891,-0.797888854393046,0.252597402597402
3,66.4700183533132,266,50.1293334960938,-0.797888854393046,0.352272727272727
1,77.6171663701534,267,NA,-0.797578391803788,-0.272402597402597
3,64.8742455393076,268,73.3930053710938,-0.797578391803788,0.24025974025974
3,64.8066957276314,269,84.0938568115234,-0.79726792921453,-0.0616883116883117
3,64.3546312376857,270,98.1301040649414,-0.79726792921453,0.163636363636364
3,66.0314767360687,271,61.0010223388672,-0.796957466625272,-0.143831168831169
3,62.9942500032485,272,56.010498046875,-0.796647004036014,0.150649350649351
3,67.0190145205706,273,88.2100830078125,-0.796336541446756,-0.037987012987013
3,64.1663074418902,274,76.8551330566406,-0.796336541446756,0.21525974025974
3,66.6952015012503,275,89.2151794433594,-0.796026078857498,0.249350649350649
3,69.4293619394302,276,59.8478393554688,-0.79571561626824,-0.222402597402597
1,73.9676316678524,277,NA,-0.795405153678982,-0.249350649350649
3,64.994371380657,278,39.8572387695312,-0.795405153678982,0.333441558441558
1,69.7638633213937,279,NA,-0.795405153678982,0.391558441558442
3,63.5632164999843,280,74.7448806762695,-0.794784228500466,0.168181818181818
3,65.8288099169731,281,46.9827270507812,-0.794473765911208,-0.121428571428571
3,66.9659912586212,282,69.88037109375,-0.794473765911208,0.0142857142857142
3,65.8681800626218,283,64.0333251953125,-0.794473765911208,0.312012987012987
3,67.8548836037517,284,92.6978073120117,-0.79416330332195,-0.191883116883117
3,62.6298336423934,285,93.1798324584961,-0.79416330332195,0.151948051948052
3,63.4416738189757,286,93.366455078125,-0.79416330332195,0.155519480519481
3,68.713543087244,287,87.87890625,-0.793852840732692,-0.0243506493506493
3,66.2921920754015,288,98.1301040649414,-0.793542378143434,0.162337662337662
3,67.7210014387965,289,62.4103927612305,-0.792921452964918,-0.19025974025974
3,67.1525513231754,290,83.2640075683594,-0.792921452964918,-0.0298701298701298
3,72.071157336235,291,94.9697418212891,-0.792921452964918,-0.00324675324675328
3,62.4754139706492,292,75.9637451171875,-0.792921452964918,0.176298701298701
3,67.0981645584106,293,105.792404174805,-0.79261099037566,-0.0301948051948052
3,63.909371946007,294,96.9112319946289,-0.79261099037566,0.157142857142857
3,64.3894376009703,295,78.2910003662109,-0.79261099037566,0.240909090909091
3,65.7682324834168,296,96.5462875366211,-0.792300527786402,0.0801948051948052
3,65.1136762797832,297,64.1694641113281,-0.792300527786402,0.227597402597403
3,66.2261368483305,298,101.523719787598,-0.792300527786402,0.248051948051948
3,70.3944792747498,299,88.0908508300781,-0.791990065197144,-0.0165584415584416
3,65.8731491826475,300,73.4742050170898,-0.791679602607886,0.346103896103896
4,69.4801446720958,301,80.7889785766602,-0.791369140018628,-0.207142857142857
3,62.5833274051547,302,53.3659057617188,-0.791369140018628,0.20974025974026
1,68.6879085861146,303,NA,-0.791369140018628,0.376623376623377
3,68.3622162938118,304,98.5452728271484,-0.79105867742937,-0.173051948051948
3,66.3387411665171,305,95.6405410766602,-0.79105867742937,-0.0415584415584416
3,64.8725120872259,306,93.0393981933594,-0.79105867742937,0.266883116883117
3,64.8209885321558,307,111.447738647461,-0.79105867742937,0.267532467532468
3,69.7265486717224,308,97.7651672363281,-0.790748214840112,-0.0227272727272727
3,73.4218496084213,309,83.6597900390625,-0.790748214840112,-0.000649350649350677
3,69.8485021591187,310,71.5650634765625,-0.790748214840112,0.00714285714285712
3,68.6810586750507,311,90,-0.789816827072338,-0.175
1,71.3132376037538,312,NA,-0.78950636448308,0.417857142857143
3,61.8953960817307,313,50.8763427734375,-0.789195901893822,-0.0892857142857143
3,64.8587570749223,314,50.3834228515625,-0.789195901893822,0.295779220779221
3,65.1958626098931,315,59.6208801269531,-0.788885439304564,0.0857142857142856
3,64.2193483300507,316,69.354736328125,-0.788574976715306,0.0996753246753246
3,68.8488929271698,317,90.2367553710938,-0.788264514126048,-0.21948051948052
3,65.1779980920255,318,83.0887680053711,-0.788264514126048,0.339935064935065
1,69.1271215006709,319,NA,-0.78795405153679,-0.200974025974026
3,65.111624199897,320,97.815299987793,-0.78795405153679,0.0785714285714285
3,64.844169203192,321,64.722282409668,-0.787643588947532,0.126298701298701
3,64.4921153448522,322,80.5376815795898,-0.787643588947532,0.332467532467532
3,66.3651295304298,323,71.3916015625,-0.787333126358274,-0.153571428571429
3,65.8722015619278,324,94.1636199951172,-0.786712201179758,-0.149675324675325
3,63.2215516269207,325,74.3577575683594,-0.786712201179758,0.221753246753247
3,64.9475066922605,326,65.5480651855469,-0.786712201179758,0.316883116883117
3,71.3472776412964,327,68.1985931396484,-0.7864017385905,-0.00584415584415587
3,66.4593687616289,328,88.0908508300781,-0.786091276001242,0.25551948051948
3,66.0511946082115,329,0,-0.785780813411984,-0.151623376623377
3,66.0704356431961,330,73.4126586914062,-0.78484942564421,-0.0318181818181819
3,69.6928070709109,331,69.3045501708984,-0.784538963054952,-0.177272727272727
3,70.2311005592346,332,53.5691375732422,-0.784538963054952,-0.00714285714285712
3,66.1875218749046,333,78.3778305053711,-0.784228500465694,-0.151948051948052
3,64.092706374824,334,99.4623413085938,-0.784228500465694,0.197402597402597
3,66.1846080087125,335,104.036239624023,-0.784228500465694,0.348051948051948
3,66.6530479155481,336,101.309936523438,-0.784228500465694,0.351623376623377
3,65.3792463541031,337,74.7448806762695,-0.783918037876436,0.0272727272727273
3,62.008027844131,338,86.5663681030273,-0.783918037876436,0.194155844155844
3,65.9720215462148,339,77.7352294921875,-0.783607575287178,0.252597402597402
3,64.5319917201996,340,57.1270980834961,-0.78329711269792,-0.138311688311688
3,65.7235870361328,341,90,-0.78329711269792,-0.0305194805194805
3,63.4301076717675,342,85.2363586425781,-0.78329711269792,0.0970779220779221
3,66.3479748293757,343,61.9275207519531,-0.782986650108662,-0.188636363636364
3,64.6435612272471,344,64.4400329589844,-0.782676187519404,-0.0548701298701298
3,65.929728563875,345,98.1300964355469,-0.782676187519404,0.346428571428572
3,74.8027695119381,346,46.5765533447266,-0.782055262340888,-0.258116883116883
1,73.4765704795718,347,NA,-0.782055262340888,-0.167532467532468
3,70.3116247057915,348,96.3401947021484,-0.782055262340888,0.00487012987012991
1,64.9804019331932,349,NA,-0.78174479975163,-0.106493506493507
3,68.6029214859009,350,88.6360778808594,-0.78174479975163,-0.0126623376623377
3,64.0889633856714,351,65.170654296875,-0.78174479975163,0.291883116883117
3,64.4512398522347,352,73.4080963134766,-0.781123874573114,-0.0564935064935065
3,67.2539236545563,353,46.5074462890625,-0.781123874573114,0.0214285714285714
3,64.3467742465436,354,91.6032791137695,-0.781123874573114,0.317207792207792
3,64.0095611810684,355,54.5418701171875,-0.780502949394598,0.0613636363636363
3,68.1153606772423,356,48.1652069091797,-0.78019248680534,0.0159090909090909
1,67.8312621451914,357,NA,-0.78019248680534,0.129220779220779
3,61.3403428122401,358,62.2881851196289,-0.78019248680534,0.179545454545454
3,61.9157769605517,359,60.1075439453125,-0.78019248680534,0.209415584415584
3,64.0159917660058,360,70.3461761474609,-0.77864017385905,0.0733766233766233
3,62.7371555007994,361,82.5512847900391,-0.777708786091276,0.13961038961039
3,63.0493453666568,362,86.1806335449219,-0.777708786091276,0.161688311688312
1,76.6675707325339,363,NA,-0.777398323502018,-0.275324675324675
1,73.0179304480553,364,NA,-0.777398323502018,-0.158766233766234
1,66.280655104667,365,NA,-0.77708786091276,0.0905844155844155
3,62.4269831459969,366,55.2511978149414,-0.776777398323502,-0.0733766233766234
3,68.8978878818452,367,39.63818359375,-0.776777398323502,0.400974025974026
1,71.2346326671541,368,NA,-0.776777398323502,0.424350649350649
3,63.7183331847191,369,80.65185546875,-0.776466935734244,-0.116883116883117
3,63.7623201608658,370,47.5166473388672,-0.776156473144986,0.0422077922077921
3,74.6389604881406,371,71.3010101318359,-0.775846010555728,-0.254545454545455
3,70.4504402577877,372,43.8638000488281,-0.77553554796647,-0.23538961038961
3,64.9585859775543,373,82.6656188964844,-0.77553554796647,-0.0321428571428571
3,63.087328478694,374,96.1701736450195,-0.77553554796647,0.242207792207792
3,63.2519556283951,375,77.753662109375,-0.775225085377212,0.0620129870129871
3,65.4675244018435,376,55.7388916015625,-0.774914622787954,-0.184415584415584
3,70.9135117065161,377,83.6598052978516,-0.774604160198696,0.00422077922077913
3,63.5532692670822,378,64.9255828857422,-0.774293697609438,0.0438311688311688
3,68.2632908187807,379,69.6051177978516,-0.774293697609438,0.396428571428571
3,70.7819465678185,380,80.2119827270508,-0.77398323502018,0.00324675324675328
3,71.104739440605,381,81.1796264648438,-0.77398323502018,0.00551948051948048
1,75.5600578710437,382,NA,-0.773362309841664,-0.29025974025974
3,68.3721487522125,383,88.9949111938477,-0.773362309841664,-0.203896103896104
3,65.3704497814178,384,65.1393127441406,-0.773362309841664,-0.0564935064935065
